location_code,week_start,cells,cells_log10,da,da_cat,cens,lod,t_days,t_years
BML,2024-11-04,80.0,1.9084850188786497,,,,,11886,32.54209445585216
BML,2024-11-11,168.0,2.2278867046136734,,,,,11893,32.56125941136208
BML,2024-11-18,5.0,0.7781512503836436,,,,,11900,32.580424366872
BML,2024-11-25,0.0,0.0,,,,,11907,32.59958932238193
BML,2024-12-09,26.0,1.4313637641589874,,,,,11921,32.63791923340178
BML,2024-12-16,0.0,0.0,,,,,11928,32.6570841889117
BML,2024-12-23,0.0,0.0,,,,,11935,32.67624914442163
BML,2024-12-30,0.0,0.0,,,,,11942,32.695414099931554
BML,2025-01-06,0.0,0.0,,,,,11949,32.714579055441476
BML,2025-01-13,29.0,1.4771212547196624,,,,,11956,32.733744010951405
BML,2025-01-20,0.0,0.0,,,,,11963,32.75290896646133
BML,2025-01-27,0.0,0.0,,,,,11970,32.772073921971256
BML,2025-02-03,0.0,0.0,,,,,11977,32.79123887748118
BML,2025-02-10,0.0,0.0,,,,,11984,32.8104038329911
BML,2025-02-17,0.0,0.0,,,,,11991,32.82956878850103
BML,2025-02-24,0.0,0.0,,,,,11998,32.84873374401095
BML,2025-03-03,0.0,0.0,,,,,12005,32.86789869952088
BML,2025-03-10,0.0,0.0,,,,,12012,32.8870636550308
BML,2025-03-17,531.0,2.7259116322950483,,,,,12019,32.90622861054072
BML,2025-03-24,0.0,0.0,,,,,12026,32.92539356605065
BML,2025-03-31,617.0,2.790988475088816,,,,,12033,32.94455852156057
BML,2025-04-07,40.0,1.6127838567197355,,,,,12040,32.9637234770705
BML,2025-04-14,52.0,1.724275869600789,,,,,12047,32.982888432580424
BML,2025-04-21,67.0,1.8325089127062364,,,,,12054,33.002053388090346
BML,2025-04-28,10.0,1.0413926851582251,,,,,12061,33.021218343600275
BML,2025-05-05,10.0,1.0413926851582251,,,,,12068,33.040383299110196
BML,2025-05-12,0.0,0.0,,,,,12075,33.059548254620125
BML,2025-05-19,0.0,0.0,,,,,12082,33.07871321013005
BML,2025-05-26,0.0,0.0,,,,,12089,33.097878165639976
BML,2025-06-02,2.0,0.47712125471966244,,,,,12096,33.1170431211499
BML,2025-06-09,1.0,0.3010299956639812,,,,,12103,33.13620807665982
BML,2025-06-16,0.0,0.0,,,,,12110,33.15537303216975
BML,2025-06-23,0.0,0.0,,,,,12117,33.17453798767967
BML,2025-06-30,0.0,0.0,,,,,12124,33.1937029431896
BML,2025-07-07,54.0,1.7403626894942439,,,,,12131,33.21286789869952
BML,2025-07-14,253.0,2.404833716619938,,,,,12138,33.23203285420944
BML,2025-07-21,3.0,0.6020599913279624,,,,,12145,33.25119780971937
BML,2025-07-28,0.0,0.0,,,,,12152,33.270362765229294
BML,2025-08-04,0.0,0.0,,,,,12159,33.28952772073922
BML,2025-08-11,25.0,1.414973347970818,,,,,12166,33.308692676249144
BML,2025-08-18,0.0,0.0,,,,,12173,33.327857631759066
BML,2025-08-25,0.0,0.0,,,,,12180,33.347022587268995
BML,2025-09-08,186.0,2.271841606536499,,,,,12194,33.385352498288846
BML,2025-09-15,10.0,1.0413926851582251,,,,,12201,33.40451745379877
