location_code,location_name,week_start,cells,cells_log10,t_days,t_years
CPP,Cal Poly Pier,2015-01-19,0.0,0.0,2352,6.439425051334703
CPP,Cal Poly Pier,2015-02-02,0.0,0.0,2366,6.477754962354552
CPP,Cal Poly Pier,2015-02-16,0.0,0.0,2380,6.5160848733744015
CPP,Cal Poly Pier,2015-03-02,0.0,0.0,2394,6.55441478439425
CPP,Cal Poly Pier,2015-03-09,0.0,0.0,2401,6.573579739904175
CPP,Cal Poly Pier,2015-03-16,799.6151,2.903423776856813,2408,6.5927446954141
CPP,Cal Poly Pier,2015-03-23,0.0,0.0,2415,6.611909650924025
CPP,Cal Poly Pier,2015-03-30,533.0767,2.727603631550572,2422,6.631074606433949
CPP,Cal Poly Pier,2015-04-06,18657.6855,4.27088104454418,2429,6.650239561943874
CPP,Cal Poly Pier,2015-04-13,31984.603499999997,4.504954549339878,2436,6.669404517453799
CPP,Cal Poly Pier,2015-04-27,53574.21095000001,4.7289638897323565,2450,6.707734428473648
CPP,Cal Poly Pier,2015-05-11,7463.07395,3.872975933514146,2464,6.746064339493498
CPP,Cal Poly Pier,2015-05-25,6396.9209,3.806038866428633,2478,6.784394250513347
CPP,Cal Poly Pier,2015-06-01,0.0,0.0,2485,6.803559206023272
CPP,Cal Poly Pier,2015-06-08,4264.6138,3.629981532753963,2492,6.822724161533197
CPP,Cal Poly Pier,2015-06-15,9595.3809,3.9821074776748184,2499,6.841889117043121
CPP,Cal Poly Pier,2015-06-22,7996.150900000001,3.9029352908927186,2506,6.861054072553046
CPP,Cal Poly Pier,2015-07-13,46377.6758,4.66631834453994,2527,6.91854893908282
CPP,Cal Poly Pier,2015-07-20,0.0,0.0,2534,6.937713894592744
CPP,Cal Poly Pier,2015-07-27,0.0,0.0,2541,6.95687885010267
CPP,Cal Poly Pier,2015-08-03,0.0,0.0,2548,6.976043805612594
CPP,Cal Poly Pier,2015-08-10,0.0,0.0,2555,6.995208761122519
CPP,Cal Poly Pier,2015-08-17,0.0,0.0,2562,7.014373716632443
CPP,Cal Poly Pier,2015-08-24,0.0,0.0,2569,7.0335386721423685
CPP,Cal Poly Pier,2015-09-07,0.0,0.0,2583,7.0718685831622174
CPP,Cal Poly Pier,2015-09-21,0.0,0.0,2597,7.110198494182067
CPP,Cal Poly Pier,2015-09-28,0.0,0.0,2604,7.129363449691992
CPP,Cal Poly Pier,2015-10-05,0.0,0.0,2611,7.148528405201916
CPP,Cal Poly Pier,2015-10-12,0.0,0.0,2618,7.167693360711842
CPP,Cal Poly Pier,2015-10-19,0.0,0.0,2625,7.186858316221766
CPP,Cal Poly Pier,2015-10-26,0.0,0.0,2632,7.2060232717316905
CPP,Cal Poly Pier,2015-11-02,0.0,0.0,2639,7.225188227241615
CPP,Cal Poly Pier,2015-11-09,8529.2275,3.9309606138963744,2646,7.24435318275154
CPP,Cal Poly Pier,2015-11-16,0.0,0.0,2653,7.263518138261465
CPP,Cal Poly Pier,2015-11-23,0.0,0.0,2660,7.282683093771389
CPP,Cal Poly Pier,2015-11-30,0.0,0.0,2667,7.301848049281314
CPP,Cal Poly Pier,2015-12-07,0.0,0.0,2674,7.321013004791239
CPP,Cal Poly Pier,2015-12-14,0.0,0.0,2681,7.340177960301164
CPP,Cal Poly Pier,2015-12-21,1599.2302,3.2041824622799884,2688,7.359342915811088
CPP,Cal Poly Pier,2015-12-28,0.0,0.0,2695,7.378507871321013
CPP,Cal Poly Pier,2016-01-04,9062.3047,3.957286580820948,2702,7.397672826830938
CPP,Cal Poly Pier,2016-01-11,0.0,0.0,2709,7.416837782340862
CPP,Cal Poly Pier,2016-01-18,0.0,0.0,2716,7.436002737850787
